Age,Work-class,Fnlwgt,Education,Education-num,Marital-stat,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,"<=50k, >50k"
48,2,133694,1,13,4,2,1,2,1,0,0,40,19,1
49,1,148398,2,9,3,10,1,2,0,0,0,40,1,0
20,1,133515,6,10,1,6,6,1,0,0,0,40,1,0
27,1,181667,2,9,2,10,2,1,1,5013,0,46,5,0
64,1,159715,6,10,2,7,2,1,1,0,0,20,1,0
53,4,174040,6,10,6,7,1,2,1,0,0,40,1,0
52,1,117700,2,9,3,1,1,1,0,0,0,40,1,0
29,1,37215,2,9,2,7,2,1,1,0,0,55,1,0
32,3,46807,2,9,2,7,2,1,1,99999,0,40,1,1
48,2,317360,1,13,2,4,3,1,0,0,0,20,1,1
30,1,425627,6,10,1,7,6,1,1,0,0,40,21,0
34,1,82623,2,9,2,5,2,1,1,0,0,20,1,0
19, ,63574,6,10,1, ,4,1,1,0,0,50,1,0
39,1,140854,2,9,1,4,1,1,1,0,0,50,1,0
28,1,185061,3,7,1,3,6,1,1,0,0,40,1,0
17,1,160118,14,8,1,6,1,1,0,0,0,10, ,0
54,1,282680,1,13,1,4,1,1,0,0,0,50,1,0
24,1,137591,6,10,1,6,4,1,1,0,1762,40,1,0
25,1,198163,2,9,1,2,4,1,0,0,0,40,1,0
25,1,132749,3,7,3,5,5,1,0,0,0,12,1,0
48,5,31264,6,10,2,2,3,1,0,5178,0,40,1,1
24,1,399449,1,13,1,6,4,1,0,0,0,40,1,0
31,1,27494,6,10,2,6,2,3,1,0,0,50,28,0
47,1,368561,6,10,2,7,2,1,1,0,0,40,1,1
45,1,102096,1,13,2,2,2,1,1,0,0,40, ,1
19,1,406078,6,10,1,1,4,1,0,0,0,25,1,0
52,3,100506,6,10,2,6,2,1,1,15024,0,50,1,1
52,1,29658,2,9,2,1,2,1,1,0,0,40,1,0
19, ,20469,2,9,1, ,6,3,0,0,0,12,11,0
60,1,181953,2,9,2,8,2,1,1,0,0,28,1,0
43,1,304175,4,14,2,4,2,1,1,0,0,50,1,1
24,1,170070,7,12,3,5,4,1,0,0,0,30,1,0
20, ,193416,6,10,1, ,4,1,0,0,0,40,1,0
51,1,194908,2,9,1,1,1,1,0,0,0,40,1,0
38,2,357962,5,5,3,7,1,1,1,0,0,40,1,0
21,1,214716,6,10,1,1,4,1,0,0,0,10,1,0
40,3,207578,2,9,2,1,2,1,1,0,0,50,1,1
54,1,146409,6,10,5,2,5,1,0,0,0,40,1,0
35,1,341643,1,13,1,5,6,1,1,0,0,50,1,0
52,1,131631,3,7,6,10,5,2,1,0,0,40,1,0
53,1,88842,2,9,2,2,2,1,1,99999,0,40,1,1
56, ,128900,6,10,5, ,1,2,0,0,0,40,1,0
35,1,417136,2,9,3,7,5,2,1,0,0,40,1,0
43,2,336763,6,10,3,6,5,1,0,0,880,42,1,0
29,1,209301,1,13,2,7,2,1,1,0,0,40,5,0
29,1,120986,2,9,2,8,2,4,1,0,0,65,1,0
27,1,51025,2,9,1,5,1,1,0,0,0,40,1,0
58,1,218281,1,13,2,1,2,1,1,0,0,40,21,0
64,1,114994,2,9,2,3,2,1,1,0,0,18,1,0
53,1,335481,2,9,2,1,3,2,0,0,0,32,1,0
21,1,174503,2,9,1,1,1,1,0,0,0,30,1,0
40,2,230478,7,12,3,2,1,1,1,0,0,30,1,0
52,6,149650,10,16,2,4,2,1,1,0,0,40,14,1
38,1,149419,8,11,1,12,1,1,1,0,0,50,1,0
40, ,341539,6,10,3, ,1,1,0,0,0,30,1,0
39,1,185099,2,9,2,2,2,1,1,0,0,40,1,0
56, ,132930,4,14,1, ,1,1,0,0,0,50,1,1
68,1,128472,10,16,2,4,2,1,1,0,0,55,1,1
24,1,124971,2,9,1,6,1,1,1,0,0,38,1,0
40,3,344060,11,15,2,4,2,1,1,0,0,50,1,1
43,3,286750,11,15,2,4,2,2,1,0,0,99,1,1
38,1,296999,1,13,1,2,1,1,0,0,0,70,1,0
45,1,123681,2,9,2,6,2,1,1,0,0,40,1,1
18,1,232024,3,7,1,10,4,1,1,0,0,55,1,0
57,5,52267,4,14,2,2,2,1,1,0,0,50,1,1
49,1,119182,2,9,6,5,1,2,0,0,0,35,1,0
25,1,191230,6,10,1,2,4,1,0,0,0,40,36,0
52,4,23780,6,10,3,1,1,1,1,0,0,40,1,0
56,1,184553,13,6,3,7,1,1,1,0,0,56,1,0
26,3,242651,6,10,1,6,1,1,1,0,0,48,1,0
19,1,246226,2,9,1,7,1,1,0,0,0,40,1,0
25,3,86745,1,13,1,1,4,3,0,0,0,40,1,0
25,1,106889,2,9,2,1,3,1,0,0,0,30,1,0
21,1,460835,2,9,1,6,6,1,1,0,0,45,1,0
48,2,213140,9,4,2,7,2,1,1,0,0,40,17,0
33,6,37070,4,14,2,4,2,1,1,0,0,60,5,0
31,6,93589,2,9,3,11,4,4,1,0,0,40,1,0
26,2,213258,2,9,3,9,5,1,1,0,0,65,1,0
37,6,46814,1,13,1,4,1,1,1,0,0,38,1,0
29, ,168873,6,10,3, ,5,1,0,0,0,30,1,0
20,1,284737,6,10,1,5,4,1,1,0,0,20,1,0
28,1,309620,6,10,2,6,2,4,1,0,0,60, ,0
49,1,197418,2,9,5,1,5,1,0,0,0,20,1,0
73, ,132737,13,6,1, ,1,1,1,0,0,4,1,0
49,1,185041,4,14,2,2,2,1,1,0,1977,40,1,1
51,1,159604,6,10,2,4,3,1,0,0,0,40,1,1
40,1,123557,6,10,2,6,2,1,1,0,0,40,1,0
24,1,275421,8,11,1,10,4,1,0,0,0,40,1,0
18,1,167147,14,8,1,6,4,1,1,0,0,24,1,0
41,1,197583,13,6,2,8,2,2,1,0,0,40,1,1
46,1,175109,2,9,2,1,2,1,1,0,1485,40,1,1
46,1,117502,2,9,2,1,3,1,0,0,0,40,1,0
64,1,180401,13,6,2,8,2,1,1,0,0,40,1,1
50,2,146603,11,15,2,4,2,1,1,0,0,40,1,1
53,6,143822,4,14,2,4,2,1,1,0,0,36,1,1
21,1,51985,2,9,1,7,1,1,1,0,0,40,1,0
22,6,48121,6,10,2,5,2,1,1,0,0,25,1,0
37,1,234807,1,13,3,2,5,1,0,7430,0,45,1,1
39,4,65324,11,15,1,4,1,1,1,0,0,55,1,1
30,1,302149,1,13,2,6,2,3,1,0,0,40,8,0
25,1,168403,1,13,1,4,1,1,1,0,1741,40,1,0
26,1,159897,6,10,1,2,5,2,0,0,0,40,1,0
43,1,416338,1,13,1,6,1,1,1,0,0,50,1,0
59,1,370615,2,9,5,1,5,1,0,0,0,60,1,0
27,1,219371,2,9,4,1,5,1,0,0,0,40,19,0
55,1,120970,13,6,2,7,2,2,1,0,0,40,1,1
20,1,22966,6,10,1,5,4,1,1,0,0,12,5,0
25,1,34541,8,11,1,4,1,1,0,0,0,36,5,0
28,1,191027,7,12,6,5,1,1,1,0,0,40,1,0
29,1,107458,1,13,1,6,1,1,1,0,0,50,1,0
60,1,121832,3,7,2,6,2,1,1,0,0,40,1,1
37,5,233825,1,13,2,4,3,1,0,15024,0,50,1,1
25,1,73839,3,7,3,6,4,1,0,0,0,40,1,0
27,1,109165,6,10,2,7,2,1,1,0,0,60,1,0
50,6,103063,1,13,2,2,2,1,1,0,0,40,1,1
41,2,29762,6,10,2,9,2,1,1,5013,0,70,1,0
46,1,111979,9,4,2,7,2,1,1,0,0,47,1,0
35,1,150125,8,11,3,5,5,2,0,0,0,40,1,0
21, ,301853,6,10,1, ,4,1,1,0,0,40,1,0
35, ,296738,3,7,6, ,1,1,0,6849,0,60,1,0
40,1,118001,2,9,1,3,1,2,1,0,0,40,1,0
49,1,149337,1,13,2,2,2,1,1,0,0,40,1,1
29,1,36601,1,13,1,4,1,1,0,0,0,50,1,0
43,5,118600,1,13,3,4,5,1,0,0,625,40,1,0
39,1,279272,7,12,1,8,1,2,1,0,0,60,1,0
35,1,181020,2,9,1,3,4,1,1,0,0,60,1,0
52,1,165998,6,10,2,10,2,1,1,0,0,40,1,0
25,1,218136,6,10,1,3,1,2,1,0,0,40,7,0
20,3,182200,2,9,1,10,4,1,0,0,0,30,1,0
46,1,39363,6,10,3,5,5,1,0,0,0,10, ,0
24,1,140001,1,13,1,2,1,1,1,0,0,40,1,0
29,1,193260,1,13,2,7,6,3,1,0,0,30,8,0
21,1,191243,6,10,1,5,4,1,1,0,0,40,1,0
37,4,207887,1,13,3,2,6,1,0,0,0,50,1,0
43,4,211450,2,9,1,1,4,1,1,0,0,40,1,0
19,1,184759,2,9,1,1,1,1,0,0,0,26,1,0
47,1,197836,2,9,2,6,2,1,1,0,0,45,1,0
61,1,232308,2,9,2,8,2,1,1,0,0,45,1,1
21, ,189888,7,12,1, ,1,1,1,0,0,55,1,0
35,1,301614,2,9,2,5,2,1,1,0,0,60,1,0
60,1,146674,13,6,2,3,2,2,1,0,0,40,1,0
27,1,225291,6,10,1,1,1,1,0,0,0,40,1,0
57,5,148509,1,13,2,4,2,3,1,0,0,35,8,0
56,1,136413,16,2,2,7,2,1,1,0,0,40,1,0
27,1,126060,2,9,1,2,1,1,0,0,0,40,1,0
47,1,73064,9,4,2,10,3,2,0,0,0,35,1,0
19,1,39026,2,9,1,5,1,1,1,0,0,30,1,0
28,2,33035,14,8,3,5,5,1,0,0,0,30,1,0
43,1,193494,13,6,2,1,2,1,1,0,0,40,1,0
63,5,147440,6,10,3,2,1,1,0,0,0,35,1,0
22, ,153131,6,10,1, ,4,1,1,0,0,40,1,0
25,1,64671,2,9,3,3,4,3,0,0,0,40,16,0
35,2,225399,2,9,1,10,4,1,1,8614,0,40,1,1
20,1,174391,2,9,1,3,4,1,0,0,0,40,1,0
48,1,377757,13,6,2,6,2,1,1,0,0,70,1,0
30,5,364310,1,13,1,4,1,2,0,0,0,40,6,0
31,1,110643,1,13,2,4,2,1,1,0,0,40,1,1
20,1,70240,2,9,1,6,4,3,0,0,0,24,16,0
57,6,32694,4,14,2,4,2,1,1,0,0,50,1,1
41,1,95047,8,11,2,1,3,1,0,7688,0,44,1,1
33,1,264936,2,9,3,1,6,1,0,0,0,40,1,0
27,1,367329,8,11,2,9,2,1,1,0,0,40,1,0
34,1,56026,2,9,2,9,2,1,1,0,0,60,1,1
22,1,186452,13,6,1,7,1,1,1,0,0,30,1,0
50,1,125417,7,12,2,2,3,2,0,0,0,40,1,1
40,2,242082,1,13,2,4,2,1,1,0,0,45,1,1
37,1,31023,2,9,2,7,2,1,1,0,0,51,1,0
40, ,397346,7,12,3, ,1,1,1,0,0,40,1,0
53,1,424079,4,14,2,2,2,1,1,15024,0,55,1,1
38,2,108947,6,10,2,10,2,1,1,7688,0,40,1,1
25,6,261979,2,9,1,4,1,1,1,0,0,40,1,0
51,1,55507,2,9,2,7,2,2,1,0,0,40,1,0
22, ,291407,14,8,1, ,4,2,1,0,0,40,1,0
18,1,353358,6,10,1,5,4,1,1,0,0,16,1,0
41,1,67339,3,7,2,3,2,1,1,7688,0,40,1,1
33,1,235109,2,9,1,1,5,1,0,0,0,40,1,0
33,1,208180,1,13,1,6,1,1,0,0,0,40,1,0
67,6,423561,6,10,2,8,2,1,1,0,0,40,1,0
47,2,145290,2,9,2,2,2,1,1,0,2415,50,1,1
24,1,403671,6,10,1,10,1,1,1,0,0,40,1,0
32,5,49325,9,4,2,5,2,1,1,0,0,40,1,0
29,1,370494,2,9,1,5,5,1,0,0,0,40,21,0
25,1,267012,8,11,1,6,1,1,1,0,0,45,1,0
33,1,191856,6,10,3,1,1,1,0,0,0,40,1,0
55,1,80445,1,13,2,7,2,1,1,0,0,40,1,0
31,1,379798,6,10,2,6,2,1,1,0,0,40,1,1
32,5,168387,4,14,2,4,2,1,1,0,0,50,1,0
18,1,301948,2,9,1,11,4,1,1,34095,0,3,1,0
36,1,274809,2,9,3,1,5,1,0,0,0,50,1,0
58,1,233193,2,9,5,1,1,1,0,0,0,27,1,0
34,1,299635,4,14,2,2,2,1,1,0,1902,50,1,1
19,1,236396,3,7,1,3,1,1,1,0,0,40,1,0
21,1,688355,2,9,1,1,5,2,0,0,0,40,1,0
36,3,37019,2,9,1,9,1,1,1,0,0,50,1,0
37,1,148015,1,13,2,4,3,2,0,15024,0,40,1,1
43,1,122975,2,9,2,10,3,2,0,0,0,21,38,0
52,6,349795,1,13,2,11,2,1,1,0,0,40,1,0
48,1,229846,8,11,3,5,1,1,0,0,0,40, ,0
43,1,108945,6,10,3,4,5,1,0,0,0,38,1,0
22,1,237498,2,9,1,5,4,1,1,0,0,40,1,0
57,1,188872,12,3,3,8,5,1,1,6497,0,40,1,0
37,1,324019,7,12,1,1,1,1,0,0,0,40,1,0
39,1,82488,6,10,3,6,5,3,0,0,0,38,1,0
54,1,206964,6,10,2,6,2,1,1,0,0,40,1,1
27,1,37088,7,12,1,5,1,1,1,0,0,40,1,0
21,1,152540,2,9,1,1,1,1,0,0,0,35,1,0
65,1,143554,6,10,6,1,1,1,0,0,0,38,1,0
30,1,126242,6,10,2,5,3,1,0,0,0,40,1,0
22,1,127185,5,5,1,10,1,1,0,0,0,40,1,0
26,1,164018,1,13,2,6,2,1,1,4064,0,50,1,0
25,1,210184,3,7,6,7,4,1,1,0,0,40,1,0
35, ,117528,8,11,2, ,3,1,0,0,0,40,1,1
47,1,124973,8,11,2,2,2,1,1,15024,0,50,1,1
23,1,182117,7,12,1,5,4,1,1,0,0,60,1,0
42,1,220049,2,9,2,6,2,2,1,0,0,40,1,1
39,2,247975,6,10,1,7,1,3,1,0,0,30,1,0
55,1,50164,10,16,2,2,2,1,1,0,0,60,1,1
24,6,123160,4,14,4,4,1,3,0,0,0,10,12,0
46,3,219962,1,13,2,10,2,1,1,7298,0,40, ,1
53,1,79324,2,9,2,7,2,1,1,0,0,40,1,1
44,1,129100,3,7,6,5,5,2,0,0,0,60,1,0
40,1,210275,2,9,6,8,5,2,0,0,0,40,1,0
48,1,189462,6,10,2,7,2,1,1,7688,0,40,1,1
26,1,171114,8,11,6,1,5,1,0,0,0,35,1,0
22,1,201799,2,9,1,6,4,1,0,0,0,40,1,0
35, ,200426,2,9,2, ,3,1,0,0,0,12,1,0
20, ,24395,6,10,1, ,5,1,0,0,0,20,1,0
43,1,191149,2,9,3,2,1,1,0,0,0,40,1,0
37,5,34173,2,9,2,5,3,1,0,0,0,25,1,0
30,1,350979,2,9,2,7,2,3,1,0,0,40,26,0
41,1,147314,2,9,2,6,2,4,1,0,0,50,1,0
38,1,136081,11,15,2,4,2,1,1,0,0,60,1,1
77, ,232894,5,5,2, ,2,2,1,0,0,40,1,0
42,2,373403,2,9,2,9,2,1,1,0,0,50,1,0
20,1,120601,2,9,1,8,4,2,1,0,0,40,1,0
36,1,130926,1,13,3,1,1,1,0,3674,0,40,1,0
32,4,72338,8,11,1,4,6,3,1,0,0,40,1,0
27,1,129624,1,13,2,2,2,1,1,0,0,40,1,1
25,6,328697,6,10,3,11,6,1,1,0,0,45,1,0
40,1,191196,4,14,1,2,1,1,1,0,0,40,1,0
18, ,191117,3,7,1, ,4,1,1,0,0,25,1,0
49,1,110243,1,13,2,2,2,1,1,0,0,45,1,1
17,1,181580,3,7,1,5,4,1,0,0,0,16,1,0
29,1,89030,2,9,1,6,5,1,0,0,0,40,1,0
47,1,345493,11,15,2,4,2,3,1,99999,0,55,28,1
24,2,277700,6,10,6,3,4,1,1,0,0,45,1,0
58, ,198478,9,4,2, ,2,1,1,0,0,24,1,0
29,1,250679,2,9,1,7,1,1,1,0,0,40,1,0
45,1,168837,6,10,2,1,3,1,0,0,0,24,5,1
30,1,142675,14,8,2,7,2,1,1,0,0,50,1,0
19,1,299050,6,10,1,1,4,1,1,0,0,20,1,0
59,1,107833,13,6,2,8,2,1,1,0,1485,40,1,1
47,1,121958,9,4,4,5,5,1,0,0,0,30,1,0
41,1,282948,6,10,2,12,2,2,1,3137,0,40,1,0
28,1,176683,7,12,1,4,4,1,1,0,0,40,24,0
46,1,34377,7,12,2,7,2,1,1,0,0,40,1,1
40,2,209833,6,10,2,7,2,1,1,0,0,60,1,0
66,6,41506,13,6,3,5,1,2,0,0,0,40,1,0
30,5,125159,1,13,1,4,1,2,1,14084,0,45, ,1
44,2,147206,6,10,1,7,4,1,1,0,0,12,1,0
58,2,93664,2,9,2,2,2,1,1,15024,0,60,1,1
21,1,315065,9,4,1,5,6,1,1,0,0,48,21,0
59,1,381851,5,5,5,5,5,2,0,0,0,40,1,0
35,5,185769,6,10,2,5,2,1,1,0,0,40,1,0
45,1,186272,5,5,2,1,2,2,1,5178,0,40,1,1
30,1,312667,2,9,2,8,2,1,1,0,0,40,1,0
33,1,343925,2,9,1,3,1,2,1,0,0,40,19,0
26,1,195994,6,10,1,6,1,1,0,0,0,15,1,0
48,1,398843,6,10,6,6,5,2,0,0,0,35,1,0
31,1,73514,2,9,1,6,4,3,0,0,0,40,1,0
36,1,288049,2,9,2,2,2,1,1,0,0,45,1,0
48,1,54759,2,9,3,4,5,1,0,0,0,38,1,0
30,1,155343,2,9,2,7,2,1,1,5013,0,40,1,0
33,1,401104,2,9,2,3,2,1,1,0,0,50,1,1
19, ,124884,5,5,1, ,1,1,0,0,0,25,1,0
37,5,287306,7,12,2,4,3,2,0,99999,0,40, ,1
53,1,113995,1,13,2,2,2,1,1,0,0,45,1,1
18,1,146378,6,10,1,5,4,1,0,0,0,40, ,0
38,1,111499,6,10,2,8,2,1,1,7298,0,50,1,1
34,1,34374,6,10,1,5,1,1,1,0,0,50,1,0
45,1,162187,1,13,2,6,2,1,1,0,0,52,1,1
33,5,147654,8,11,2,4,2,1,1,0,0,60,1,0
35,1,182467,8,11,2,7,3,1,0,0,0,44,1,0
22,1,183970,2,9,1,3,4,2,1,0,0,40,1,0
35,1,332588,2,9,3,5,5,1,0,0,0,30,1,0
45,1,26781,2,9,2,4,2,4,1,0,0,8,1,0
17,1,48610,3,7,1,9,4,1,1,0,0,45,1,0
50,1,162632,2,9,2,2,2,1,1,0,0,45,1,0
38,5,91711,1,13,2,4,2,1,1,0,0,50,1,1
33,1,198003,6,10,2,7,2,1,1,7298,0,50,1,1
46,1,179048,2,9,2,6,2,1,1,0,0,35, ,0
25,1,262778,1,13,1,6,1,1,0,6849,0,50,1,0
64,1,102470,2,9,2,7,2,1,1,0,0,40,1,0
62,2,123170,6,10,2,2,2,1,1,0,0,10,1,0
32,1,164243,2,9,2,12,2,1,1,0,0,60,1,1
17,1,262511,3,7,1,6,4,1,1,0,0,20,1,0
61,1,51170,2,9,2,7,2,1,1,0,0,55,1,0
40,6,91949,10,16,1,4,1,2,0,0,0,40,1,0
21,1,123727,2,9,1,2,6,1,0,0,0,40,1,0
39,1,173175,1,13,2,2,2,1,1,15024,0,50,1,1
35,2,120301,6,10,2,2,2,1,1,0,0,45,1,0
29,1,250967,8,11,2,4,2,1,1,0,0,40,1,0
27,4,285432,7,12,1,8,1,2,1,0,0,40,1,0
20,1,36235,7,12,1,1,1,1,0,0,0,40,1,0
34, ,317219,6,10,2, ,3,1,0,0,0,20,1,1
51,5,110965,4,14,1,4,4,1,1,0,0,40,1,0
45,1,123283,2,9,6,10,5,2,0,0,0,15,1,0
20, ,249087,6,10,1, ,4,1,0,0,0,40,1,0
31,1,152940,6,10,2,7,2,1,1,0,0,40,1,0
29,1,376680,2,9,1,12,4,2,1,0,0,40,1,0
56,1,231232,1,13,2,1,2,1,1,0,0,30,5,0
55,2,168625,6,10,3,12,1,1,0,0,0,12,1,1
26,1,33939,6,10,1,12,4,1,1,0,0,20,1,0
46,1,155659,6,10,2,7,2,1,1,15024,0,45,1,1
32,5,190228,2,9,2,5,2,1,1,0,0,40,1,0
28,1,216178,2,9,2,6,2,1,1,0,0,40,1,0
27,1,587310,9,4,1,5,6,1,1,0,0,35,32,0
23,1,155919,5,5,4,7,1,1,1,0,0,40,21,0
59,1,227386,13,6,2,7,2,1,1,0,0,40,1,0
26,1,138152,14,8,1,7,6,4,1,0,0,48,32,0
36,1,167482,13,6,1,3,1,1,1,0,0,40,1,0
18,1,57957,2,9,1,6,4,1,0,0,0,15,1,0
33,1,157747,5,5,3,3,1,1,1,0,0,70,1,0
60,2,88570,8,11,2,8,3,1,0,0,0,15,6,1
40,1,273308,2,9,3,10,5,1,0,0,0,48,21,0
48,1,216292,2,9,2,9,2,1,1,0,0,43,1,0
27,2,131298,13,6,2,7,2,1,1,0,0,48,1,0
19,1,386378,6,10,1,5,4,1,1,0,0,20,1,0
38,1,179668,1,13,2,4,2,1,1,0,0,50,1,1
26,1,210812,6,10,3,7,1,1,1,0,0,43,1,0
45,4,311671,8,11,2,11,2,1,1,3908,0,40,1,0
20,1,215247,6,10,1,1,4,1,0,0,0,20,1,0
32,4,125856,2,9,3,7,5,1,1,0,0,40,1,0
22,1,74631,6,10,1,3,4,1,0,0,0,13,1,0
22,1,24008,2,9,1,1,1,1,1,0,0,40,1,0
38,6,354591,2,9,1,5,5,2,0,114,0,38,1,0
34,1,155343,2,9,2,7,2,1,1,0,1848,50,1,1
46,1,308334,16,2,5,5,5,4,0,0,0,30,21,0
39,1,245361,1,13,3,2,1,1,0,0,0,25,1,0
79,2,158319,2,9,5,5,1,1,0,0,0,24,1,0
60, ,204486,1,13,2, ,2,1,1,0,0,8,1,1
24,1,314823,2,9,1,6,4,1,1,0,0,40,25,0
31,1,211334,6,10,2,7,2,1,1,2407,0,65,1,0
37,2,73199,1,13,2,6,2,3,1,3137,0,77,20,0
23,1,126550,2,9,1,7,6,1,1,0,0,40,1,0
31,1,260782,6,10,2,8,2,1,1,0,1579,45,37,0
29,1,114224,1,13,2,4,2,1,1,0,0,40,1,1
22,6,64292,1,13,1,4,4,1,0,0,0,43,1,0
69, ,628797,6,10,5, ,1,1,0,0,0,20,1,0
55,5,219775,2,9,3,5,5,1,0,0,0,38,1,0
43,1,212894,2,9,3,7,6,1,1,0,0,40,1,0
23,1,260019,9,4,1,9,5,4,1,0,0,36,21,0
29,1,228075,2,9,1,1,5,1,1,0,0,35,21,0
22,1,239806,8,11,1,5,6,1,0,0,0,40,21,0
22,1,324637,6,10,1,6,1,1,1,0,0,42,1,0
25,1,163620,2,9,2,2,2,1,1,7298,0,84,1,1
29,1,194200,6,10,1,10,4,1,1,0,0,45,1,0
25,6,129200,6,10,1,8,1,2,1,0,0,40,1,0
33,4,207172,2,9,1,2,1,1,0,0,0,40,1,0
33,1,135312,1,13,1,4,1,1,1,0,0,40,1,1
31,1,100734,10,16,1,4,1,1,0,0,0,28,1,0
30,5,226443,4,14,2,4,2,1,1,0,1887,45,1,1
55,1,110871,1,13,2,6,2,1,1,0,0,40,1,0
36,1,192704,14,8,1,2,1,1,1,4650,0,50,1,0
47, ,224108,2,9,5, ,5,1,0,0,0,40,1,0
28,1,78870,1,13,1,6,1,1,1,8614,0,40,1,1
42,1,107762,4,14,2,4,2,1,1,0,0,40,1,1
51,1,183611,7,12,3,2,5,1,1,0,0,55,6,0
62,5,249078,1,13,3,4,1,2,0,0,0,40,1,0
65,3,208452,6,10,2,6,2,1,1,0,0,35,1,1
23,1,302195,1,13,2,4,2,1,1,0,0,40,1,0
60, ,199947,2,9,2, ,2,1,1,0,0,32,1,0
47,1,379118,9,4,2,7,2,2,1,0,0,60,1,1
50,3,174855,2,9,3,2,5,1,0,0,0,40,1,0
70, ,173736,1,13,2, ,2,1,1,0,0,6,1,0
32,2,39369,1,13,2,7,2,1,1,0,0,40,1,0
37,4,196348,6,10,2,10,2,1,1,0,0,40,1,0
31,1,340917,2,9,1,7,5,1,1,14344,0,40,1,1
76,1,97077,13,6,5,6,5,2,0,0,0,12,1,0
54,1,200098,1,13,3,6,1,2,0,0,0,60,1,0
32,4,127651,1,13,2,4,2,1,1,0,0,40,1,1
31,1,315128,6,10,1,1,1,1,0,0,0,52,1,0
31,4,206823,1,13,3,11,1,1,1,0,0,50,1,1
65,2,316093,11,15,3,4,1,1,1,0,1668,40,1,0
30,1,112115,2,9,2,10,2,1,1,0,0,60,23,1
63, ,203821,2,9,2, ,2,1,1,0,0,40,1,0
21,1,250051,6,10,1,4,4,1,0,0,0,10,1,0
40,4,298635,4,14,2,12,2,3,1,0,1902,40,16,1
26,6,109193,6,10,1,7,1,1,0,0,0,40,1,0
18,1,130849,3,7,1,5,4,1,0,0,0,8,1,0
34,5,43959,2,9,2,5,2,1,1,0,0,50,1,0
66,5,222810,6,10,3,5,6,1,0,7896,0,40, ,1
44,2,27242,6,10,1,9,4,1,1,0,0,60,1,0
30,1,53158,7,12,1,12,1,1,0,0,0,40,1,0
36,2,206520,1,13,1,7,4,1,1,0,0,40,1,0
31,1,164190,6,10,2,4,2,1,1,0,0,50,1,1
22,1,287988,6,10,1,6,1,1,1,0,0,20,1,0
28, ,200819,9,4,3, ,4,1,1,0,0,84,1,0
23,1,83891,2,9,1,6,4,3,1,0,0,40,1,0
49,1,65087,4,14,2,2,2,1,1,15024,0,50,1,1
39,2,363418,1,13,6,7,4,1,1,0,0,35,1,0
67, ,182378,1,13,2, ,2,1,1,9386,0,60,1,1
19,1,278870,6,10,1,3,4,1,1,0,0,16,1,0
30,1,174789,7,12,2,2,2,1,1,0,1848,50,1,1
25,1,228608,6,10,1,7,6,3,0,0,0,40,2,0
24,1,184400,2,9,1,8,4,3,1,0,0,30, ,0
46,1,263568,2,9,2,10,2,1,1,0,0,40,1,0
37,1,117381,4,14,2,4,2,1,1,0,0,45,1,0
41,4,83411,2,9,2,5,2,1,1,0,0,40,1,0
40,2,49156,6,10,2,4,2,1,1,0,0,20,1,0
44,1,421449,2,9,3,1,5,1,0,0,0,40,1,0
32,1,238944,2,9,2,10,2,1,1,0,0,40,1,0
58,1,188982,2,9,2,3,2,2,1,0,0,20,1,1
48,1,175925,2,9,2,10,2,1,1,0,0,48,1,0
34,1,164190,1,13,2,2,2,1,1,0,0,40,1,0
29,1,232914,8,11,1,1,4,2,0,0,0,40,1,0
46,3,120121,1,13,2,6,2,1,1,0,0,50,1,1
36,5,180805,2,9,1,8,1,3,1,0,0,40,1,0
59,5,161944,1,13,1,1,1,1,1,0,0,38,1,0
29,1,319149,14,8,2,8,2,1,1,0,0,40,21,0
50, ,22428,4,14,1, ,1,1,1,0,0,40,1,0
25,1,290528,2,9,2,10,2,1,1,0,0,40,1,0
27,1,123984,7,12,1,5,1,3,0,0,0,35,16,0
48,1,34186,2,9,2,9,2,1,1,0,0,70,1,0
51,4,282680,10,16,1,4,1,1,0,0,1564,70,1,1
36,1,183892,2,9,3,8,1,1,1,8614,0,45,1,1
42,5,195124,3,7,3,6,5,1,1,7430,0,50,4,1
49,6,55938,1,13,2,1,2,1,1,0,0,40,1,1
33,1,209900,6,10,1,12,4,1,1,0,0,20,1,0
40,1,179717,1,13,3,6,1,1,1,0,1564,60,1,1
26,1,150361,1,13,1,4,1,1,0,0,0,40,1,0
69, ,164102,2,9,3, ,1,1,0,0,0,40,1,1
59,1,252714,2,9,2,10,2,1,1,0,0,30,17,0
30,1,205204,2,9,1,1,4,1,0,0,0,40,1,0
31,5,168906,7,12,2,1,3,1,0,0,0,35,1,0
30,1,112115,1,13,2,2,2,1,1,0,0,50,1,1
27,1,116531,1,13,1,2,1,1,0,0,0,40,1,0
20, ,202994,6,10,1, ,4,1,0,0,0,16,1,0
56,1,191917,7,12,3,1,5,1,0,4101,0,40,1,0
24,1,341294,2,9,2,10,2,1,1,0,0,40,1,0
47,1,216734,1,13,3,6,5,1,0,0,0,50,1,0
51,1,182187,1,13,1,4,1,2,1,0,0,35,1,0
34,1,424988,2,9,2,7,2,1,1,0,0,45,1,0
47,1,379118,2,9,3,5,5,2,1,0,0,9,1,0
47,1,168232,6,10,2,1,2,1,1,0,0,44,1,1
20,1,147171,6,10,1,1,5,3,0,0,0,40,20,0
